16
946 1677
494 441 196
728 651 844
471 357 332
201 82 962
654 778 139
628 602 286
216 161 248
95 855 637
159 518 385
312 268 201
632 25 577
780 292 297
733 721 40
228 441 118
522 295 414
560 649 611
434 582 866
379 352 107
584 663 558
319 477 945
361 78 92
190 719 921
727 415 962
247 628 313
109 661 518
115 838 703
504 560 748
414 651 226
253 109 599
120 302 949
149 278 755
699 509 682
319 145 275
422 110 838
34 778 985
59 783 737
29 77 143
120 777 507
488 383 72
100 437 669
816 164 911
596 17 977
658 488 871
528 405 649
582 758 211
273 632 882
427 83 202
722 624 215
586 267 756
676 334 514
305 526 679
348 201 98
259 470 325
68 143 363
516 271 81
522 699 521
457 67 856
109 189 324
850 24 89
766 652 210
479 364 837
364 752 416
811 26 667
124 853 936
395 12 266
241 593 640
822 609 170
645 378 380
748 639 268
664 288 912
322 628 228
177 521 673
251 847 539
26 27 393
467 52 536
662 539 51
320 534 674
778 24 505
240 116 265
867 82 293
507 421 926
654 371 874
709 188 315
453 71 666
826 219 174
231 42 74
576 765 716
212 13 373
398 790 404
26 248 871
863 80 440
354 113 26
196 371 561
733 693 983
297 363 655
395 769 167
431 851 887
683 258 384
271 169 154
762 40 694
429 767 849
194 712 310
144 728 412
379 709 704
205 429 437
332 38 194
171 840 71
363 512 953
154 437 226
21 692 639
531 303 318
536 615 201
855 369 93
576 242 647
463 56 639
427 852 566
584 518 61
272 849 180
549 836 729
572 607 204
718 419 287
758 139 54
523 390 664
317 610 344
235 17 940
196 56 636
710 631 815
49 48 995
808 511 441
150 323 678
341 70 869
645 447 45
191 626 871
856 101 508
735 712 730
634 126 92
24 582 929
779 185 416
75 343 598
473 666 856
592 560 959
39 760 354
838 612 643
530 51 226
470 310 711
634 153 136
60 715 894
681 498 349
76 511 566
39 746 11
454 86 619
819 609 7
246 323 238
428 523 203
160 502 297
774 624 825
637 26 787
581 28 740
136 99 836
122 161 729
38 339 148
735 52 202
210 649 782
377 483 948
819 52 883
64 631 446
533 767 345
400 59 246
566 603 375
240 837 432
296 26 618
520 304 667
89 646 127
388 749 74
133 568 502
430 634 177
459 339 528
445 644 710
111 801 661
167 14 302
217 470 960
801 107 238
755 165 491
521 222 734
141 605 609
355 556 772
587 855 413
602 809 489
852 840 487
635 656 930
485 729 645
118 482 718
102 773 208
580 473 848
640 304 447
235 608 371
722 221 683
428 52 457
38 594 72
768 332 975
623 690 992
300 608 629
125 235 511
538 16 410
178 396 823
352 825 672
817 482 347
468 503 936
705 130 332
565 83 129
838 190 6
771 752 313
183 272 510
632 253 475
658 228 605
237 453 424
204 293 39
657 27 59
184 4 749
329 225 674
73 393 984
41 865 830
117 41 474
158 155 729
757 667 897
771 182 697
216 586 685
312 589 972
653 108 156
279 855 810
107 88 491
448 859 712
330 298 653
414 355 930
200 734 196
746 256 208
522 223 686
296 271 341
55 161 582
479 831 152
7 284 773
852 261 20
177 597 422
798 618 263
349 677 247
66 802 399
675 286 756
802 178 278
444 522 414
182 337 45
198 317 335
810 590 459
325 68 404
136 460 815
641 211 702
841 728 925
497 139 872
256 811 984
120 59 389
262 595 926
280 800 332
112 143 376
326 195 185
430 560 759
823 159 644
489 759 537
62 695 405
180 116 688
577 220 861
320 787 839
683 380 204
317 94 701
236 270 152
538 635 540
525 94 302
801 351 342
403 400 352
294 268 118
435 428 948
144 735 463
92 239 802
94 448 226
183 172 271
785 385 996
742 134 773
784 219 279
668 360 143
160 77 551
396 336 419
306 664 385
489 160 274
25 547 497
56 619 591
798 861 577
74 518 763
388 182 611
672 197 787
535 394 464
168 744 325
359 739 344
168 772 633
210 584 55
268 202 434
742 307 982
49 495 934
206 716 33
529 282 131
636 581 192
825 462 909
116 480 503
764 169 879
708 367 600
246 337 733
90 513 604
759 41 850
213 250 242
841 781 340
205 265 735
132 376 839
124 483 52
473 674 145
252 583 194
97 168 761
867 709 691
372 800 717
646 539 217
385 694 342
48 440 190
159 228 872
13 384 952
573 143 114
198 526 682
200 409 952
454 197 50
423 823 376
2 182 232
469 382 495
474 748 469
708 525 659
249 440 170
100 524 102
91 113 1
343 25 680
352 545 545
311 291 479
182 599 655
476 742 221
793 471 963
677 809 775
233 861 911
148 578 732
354 4 183
857 848 113
323 729 337
568 547 168
254 499 184
345 16 6
575 450 580
438 182 434
768 79 584
708 144 72
232 836 483
498 777 986
411 83 35
844 337 740
772 759 390
650 147 971
1 830 937
445 27 611
189 700 233
835 830 711
361 560 478
659 857 78
643 159 583
372 601 189
613 675 437
766 32 531
80 199 526
54 559 813
49 96 950
110 59 921
478 234 238
569 852 53
704 758 615
496 731 906
671 16 275
376 183 88
263 191 683
135 654 481
582 589 546
372 298 563
392 61 477
148 138 867
208 143 74
337 137 114
333 217 398
373 553 810
466 600 460
208 547 895
160 633 108
231 273 19
90 241 172
711 99 482
44 856 831
274 198 164
322 642 417
652 42 372
32 244 212
256 123 386
519 310 52
604 544 540
127 566 510
608 755 258
498 709 472
192 600 808
544 545 428
509 711 548
708 69 152
4 816 60
452 167 517
244 679 7
697 225 334
771 430 225
398 245 478
766 620 755
829 316 33
683 558 924
650 282 595
123 449 513
397 223 916
633 335 140
40 302 49
713 675 268
140 308 458
74 570 505
146 738 958
674 563 612
122 444 726
675 117 759
430 140 764
143 344 53
89 723 982
731 40 22
518 619 909
635 329 879
251 347 537
634 246 16
240 685 505
126 725 8
442 183 963
533 617 450
397 660 12
671 593 33
101 309 116
600 470 569
428 230 730
96 537 138
292 853 75
715 772 683
49 591 341
438 139 397
812 11 424
708 204 258
658 138 453
385 414 752
699 582 174
802 126 906
362 557 878
305 335 88
472 816 141
550 304 375
650 196 846
7 473 579
366 14 924
136 272 49
525 171 335
270 357 588
839 343 870
360 432 203
333 300 935
593 230 992
573 54 978
46 511 563
358 857 543
37 259 70
799 571 466
790 712 478
551 805 441
329 203 356
32 414 344
248 713 74
253 250 68
476 40 877
805 201 321
85 845 904
492 487 597
854 198 469
289 541 192
849 640 158
340 69 347
711 753 52
252 815 355
631 327 175
141 28 896
217 511 878
63 531 94
455 461 281
295 123 264
3 854 162
358 249 31
683 649 612
825 568 682
582 249 342
414 154 884
763 623 998
498 660 737
378 772 152
385 307 68
859 205 122
477 351 190
310 691 862
56 479 356
602 649 702
28 335 599
149 666 319
13 515 260
683 156 265
418 139 927
174 605 389
704 742 840
666 616 999
28 720 346
34 39 391
763 279 902
226 495 875
269 697 700
454 269 529
62 85 130
666 819 153
682 525 339
549 865 205
380 138 792
825 209 261
349 633 818
762 518 215
483 122 490
758 709 192
49 48 352
86 771 540
98 602 65
109 550 177
656 849 540
77 839 668
213 790 814
69 778 13
644 724 101
536 838 353
420 403 497
838 325 784
812 84 6
786 491 330
429 760 444
773 504 657
790 700 600
632 638 281
592 466 416
782 678 143
705 595 401
211 377 654
774 309 561
209 788 259
422 549 812
523 402 385
242 328 784
169 179 267
630 449 90
392 276 438
1 178 468
112 50 936
781 23 14
175 507 266
136 375 446
514 177 739
780 592 660
800 259 932
23 80 29
430 56 447
70 726 512
40 527 14
728 866 229
512 135 879
597 69 502
746 399 829
425 370 619
196 347 695
758 398 788
655 507 323
835 583 207
742 738 454
447 335 596
53 567 267
400 491 512
514 35 76
518 862 109
522 255 873
673 317 613
116 237 458
498 656 714
585 536 777
708 271 741
441 275 363
863 793 760
30 586 253
847 341 256
99 224 1
525 835 781
811 669 685
715 730 713
518 673 106
706 238 504
637 625 401
382 740 785
599 115 586
721 499 780
309 725 534
357 675 539
567 744 214
166 460 964
331 236 264
278 166 983
427 188 773
604 748 508
251 140 710
54 425 221
625 469 376
405 50 413
501 697 476
423 67 421
684 740 807
861 300 88
196 581 987
546 311 661
547 577 971
198 257 597
429 307 871
440 405 514
387 37 641
157 412 257
84 680 993
268 672 633
703 255 985
676 602 664
43 734 188
253 752 175
304 635 541
783 852 107
167 504 385
644 51 41
818 353 472
562 277 471
73 96 48
707 517 1000
338 827 650
791 53 519
799 743 512
369 449 291
69 215 302
344 118 269
400 338 724
673 277 944
427 394 139
280 365 281
727 515 65
861 85 426
206 540 823
360 402 992
482 379 956
147 494 280
719 785 356
846 334 280
304 353 121
171 760 797
114 515 648
571 515 811
445 473 472
559 31 925
253 28 378
106 785 765
272 718 444
818 656 675
36 230 212
57 717 990
404 10 903
656 535 965
308 105 814
228 95 383
561 198 48
16 387 921
81 531 534
582 487 760
499 376 318
336 544 455
754 696 304
397 825 11
651 784 892
360 67 834
482 459 221
537 599 877
461 434 463
750 123 434
94 839 12
31 639 427
792 371 885
629 683 168
220 684 218
667 483 835
54 290 63
723 263 995
634 289 220
706 475 576
403 241 903
610 189 924
38 467 596
620 197 36
125 97 204
113 317 508
533 402 193
467 321 915
777 835 364
696 747 498
785 708 945
59 812 44
701 693 820
221 779 877
697 211 700
641 781 401
779 147 555
443 31 619
590 168 886
839 820 862
861 527 644
280 104 917
215 68 59
199 149 122
362 301 504
2 706 794
519 372 282
379 298 546
246 862 527
36 100 773
334 47 170
56 206 86
538 331 167
215 483 591
50 646 809
697 832 343
145 867 692
57 469 49
691 174 188
798 471 483
124 187 139
845 269 147
68 654 294
383 543 794
432 545 684
757 519 143
45 18 779
295 501 708
772 264 453
378 305 663
440 146 15
257 504 382
619 707 244
81 195 690
582 676 381
549 711 472
433 316 117
553 579 389
339 416 792
702 589 46
373 320 554
378 214 277
130 94 574
514 363 795
661 690 561
418 593 162
254 352 251
46 576 768
739 552 979
189 740 691
776 334 685
580 320 300
529 81 548
154 623 858
243 343 682
212 342 404
235 583 621
582 845 710
144 21 523
526 235 779
749 274 470
314 559 392
506 776 80
193 278 59
257 406 685
531 775 968
512 348 584
728 848 234
93 616 922
153 846 113
177 367 967
114 109 130
441 553 4
352 48 684
289 359 683
489 2 396
323 500 429
762 43 811
188 165 242
287 560 233
653 12 64
292 809 139
822 695 207
239 404 118
219 463 583
215 436 834
69 401 211
86 225 714
506 648 482
451 649 144
809 424 751
634 312 830
857 268 166
675 169 563
416 712 671
311 216 809
184 470 481
509 365 394
196 237 980
353 683 699
319 125 814
272 73 62
448 29 330
18 21 6
280 660 944
828 554 11
104 627 970
278 860 295
837 490 889
83 522 86
394 436 192
432 794 25
280 390 554
108 862 28
856 647 927
121 677 244
517 691 337
69 41 861
604 511 568
513 446 437
53 772 443
159 153 997
613 352 78
867 746 743
306 302 182
510 106 940
174 749 199
805 569 743
297 647 907
304 649 622
344 184 678
455 264 508
373 86 661
815 688 551
409 286 317
594 405 161
511 835 633
11 758 621
456 243 339
841 708 9
586 297 424
843 771 764
206 152 214
27 371 452
494 311 512
143 444 557
623 376 550
273 367 123
184 807 153
712 545 157
544 577 467
203 48 31
850 45 280
71 547 62
692 161 329
463 847 893
644 260 536
90 287 404
421 365 648
51 259 346
84 580 168
739 52 696
616 474 240
594 716 488
866 148 926
338 55 477
8 630 6
232 8 614
158 586 261
590 285 125
171 460 434
300 435 243
647 159 106
802 218 554
389 820 829
510 450 634
805 387 905
790 867 921
479 150 359
195 764 534
495 202 418
517 31 140
607 691 851
652 471 359
558 800 869
700 547 949
618 798 725
783 813 144
839 513 436
426 149 901
594 454 904
158 454 773
840 174 742
840 338 1000
530 647 992
241 223 940
330 812 799
523 211 130
866 116 372
287 535 758
156 413 85
698 728 801
700 835 324
33 607 167
522 456 438
520 24 370
206 57 342
537 807 665
295 119 22
544 225 126
191 221 526
755 477 469
848 793 357
423 231 874
148 512 194
289 416 816
220 35 415
137 76 854
709 721 256
149 222 189
750 430 164
385 455 854
350 502 154
36 846 158
465 546 938
155 77 84
190 32 799
532 576 635
582 30 780
433 4 35
564 602 113
736 460 121
427 792 745
581 110 518
717 574 26
625 682 961
861 1761
426 151 594
396 211 174
63 160 634
623 575 760
652 243 630
481 144 725
168 493 55
381 127 94
517 681 857
803 1 458
212 188 196
751 832 316
701 505 961
30 461 252
445 783 193
298 597 366
676 556 154
253 517 786
192 422 269
707 732 99
530 177 818
826 671 977
354 136 508
523 731 432
91 546 280
821 69 641
475 617 774
671 392 211
89 228 210
273 246 601
463 688 37
216 435 927
335 18 772
20 855 507
795 756 416
658 786 42
483 94 342
325 719 728
494 345 753
46 374 703
492 675 371
439 41 775
565 443 890
177 39 235
794 355 867
209 448 633
303 504 35
589 571 148
19 536 357
669 620 630
347 721 327
723 732 946
315 352 845
251 576 730
21 310 304
512 457 106
354 273 568
158 496 159
492 788 714
798 858 372
353 73 640
10 219 620
194 56 267
612 851 307
181 51 425
373 686 869
269 20 216
326 319 222
645 108 848
625 653 500
99 594 223
494 320 949
524 754 372
21 784 359
306 666 566
484 785 906
107 765 870
213 266 806
321 483 410
37 290 691
599 681 566
90 817 634
683 811 134
172 262 20
386 827 499
657 317 347
365 503 106
741 637 224
746 167 86
402 64 992
229 380 65
561 11 955
775 524 531
632 128 799
264 437 760
774 330 4
747 606 732
680 206 885
602 15 44
353 127 198
420 839 946
101 592 913
273 534 336
58 450 357
832 284 743
532 280 855
100 570 800
640 443 654
21 51 345
217 822 868
485 756 252
577 68 433
109 320 919
704 348 559
610 291 856
779 786 535
802 120 908
393 854 780
424 831 817
713 532 975
837 132 220
652 527 362
26 557 429
153 410 571
12 684 958
113 4 758
492 415 985
504 176 769
219 723 563
714 651 644
820 177 558
113 410 117
359 609 641
704 164 660
513 549 667
586 561 614
442 777 719
56 649 497
537 741 258
823 622 156
488 82 588
654 375 486
65 426 663
763 41 917
198 306 887
227 26 525
767 754 595
461 800 157
529 44 460
18 72 157
538 525 405
658 526 683
781 26 461
224 508 467
79 406 481
611 527 397
543 137 599
233 481 857
275 160 943
458 63 365
727 733 388
598 265 503
89 533 15
10 248 989
435 803 44
175 628 983
119 463 425
724 363 722
735 506 420
661 160 254
483 762 819
622 175 828
39 687 637
567 694 313
666 13 827
670 84 929
234 799 397
807 596 962
742 20 761
436 582 230
249 621 705
633 719 692
545 651 237
236 668 872
334 383 111
61 578 493
263 831 953
268 270 908
163 774 143
611 583 11
453 368 755
93 357 22
366 314 51
256 39 220
210 721 793
619 538 232
435 327 938
518 249 534
74 91 967
336 671 36
57 127 418
533 655 562
820 760 996
318 76 6
335 772 9
118 625 276
651 355 682
308 813 217
212 567 507
779 806 703
816 442 394
732 428 806
303 394 322
766 189 810
544 42 765
127 133 480
614 513 231
544 719 889
204 436 369
116 377 491
502 432 677
495 397 754
482 518 968
335 536 744
645 121 687
775 827 418
217 763 97
340 274 14
634 124 496
299 21 659
596 551 891
671 684 685
555 464 187
712 726 47
363 643 216
696 522 34
761 128 101
578 656 835
838 687 919
644 62 310
229 673 787
264 783 171
621 673 642
6 842 400
517 204 686
817 146 586
180 287 861
681 472 614
661 613 895
401 844 97
15 73 545
75 634 690
356 599 745
113 111 394
694 215 322
350 761 449
711 618 159
173 448 894
340 626 34
679 507 132
225 597 928
606 488 443
432 390 666
790 433 384
613 623 383
525 514 977
405 572 429
34 72 864
249 142 760
233 354 379
246 220 972
427 298 702
293 856 237
265 663 377
539 495 557
46 6 796
670 440 414
355 772 414
471 460 239
744 229 897
513 737 9
398 770 789
427 23 432
688 216 491
365 825 272
495 487 365
65 685 134
241 424 552
761 587 687
788 34 1000
351 849 3
663 262 949
353 491 739
722 567 387
697 450 935
151 243 39
709 156 892
1 746 608
584 280 353
223 16 981
259 728 581
379 672 415
201 175 629
53 429 821
565 797 600
268 195 248
42 842 209
663 285 296
602 1 107
557 330 496
483 199 20
289 350 224
202 450 280
620 580 134
647 26 194
415 792 130
84 428 908
771 314 276
475 417 99
762 255 25
481 216 861
554 594 558
259 70 610
393 594 190
507 1 203
775 490 416
179 654 10
202 343 769
211 631 557
763 350 404
568 384 431
433 695 76
26 453 983
461 796 241
846 801 104
728 796 788
847 191 524
730 115 610
263 338 750
848 798 399
403 669 550
129 462 916
417 754 180
332 648 666
217 485 453
17 791 737
16 390 828
310 594 866
636 759 790
712 432 741
328 346 184
308 444 513
592 131 499
853 329 109
702 691 407
851 233 261
743 132 333
684 107 859
795 165 151
515 204 736
570 559 329
624 480 280
186 62 439
653 707 912
118 20 196
684 633 442
724 289 757
56 655 945
270 731 910
276 186 349
563 39 54
186 563 283
854 681 580
109 198 236
522 87 505
615 286 540
592 744 378
288 571 766
368 390 994
581 249 553
207 291 30
656 835 436
183 848 911
841 267 359
395 254 24
292 810 241
308 404 263
289 824 287
348 657 807
188 845 238
68 764 2
179 46 29
477 143 839
351 573 136
579 148 386
826 48 344
323 61 894
188 755 562
842 584 780
50 860 393
315 827 711
663 400 658
429 42 81
708 636 923
214 839 650
160 593 684
149 183 278
746 767 957
443 53 696
612 109 233
535 423 548
161 808 624
436 680 988
483 601 94
641 54 428
761 790 855
190 589 420
847 855 846
295 567 644
127 354 946
548 571 14
241 194 158
164 376 575
94 481 367
667 384 943
518 854 122
840 763 590
557 78 391
86 627 285
819 379 863
5 219 263
419 297 154
388 125 991
805 763 568
682 425 308
498 230 374
418 245 546
585 164 148
441 298 306
655 737 818
426 261 845
654 212 995
844 110 280
513 178 793
682 846 376
434 42 162
246 313 186
225 330 854
698 467 436
859 276 997
543 379 823
169 654 685
392 453 412
665 16 342
523 77 808
618 26 764
541 39 712
532 236 972
719 157 942
180 434 901
454 548 666
830 232 460
627 405 60
189 140 117
550 792 727
212 103 972
835 799 528
110 596 76
272 524 483
792 499 76
89 127 812
222 847 176
498 523 872
190 214 578
854 149 713
224 515 659
226 853 164
725 136 827
707 439 877
144 646 697
181 38 226
294 328 415
705 149 101
747 413 570
428 517 422
812 78 789
81 811 867
447 318 636
725 846 930
365 188 959
492 811 253
620 739 399
195 308 617
194 513 640
649 859 805
822 846 157
181 747 168
39 356 912
168 145 694
300 211 825
21 222 876
827 240 595
37 241 898
827 530 566
302 458 303
678 801 396
30 592 273
45 532 545
206 351 77
20 270 813
318 547 348
588 307 146
736 168 93
796 249 448
508 674 517
80 56 666
498 245 438
411 747 875
162 803 945
479 430 961
176 757 762
259 509 102
309 834 845
531 495 493
101 297 792
428 291 209
163 511 887
274 587 942
635 272 408
714 397 777
564 342 524
732 325 850
717 526 747
181 169 205
474 256 294
257 143 616
64 265 752
136 33 782
383 490 605
333 1 551
478 126 724
215 352 155
410 232 277
351 858 49
280 792 958
286 758 678
237 268 270
308 13 450
70 22 745
716 510 301
633 232 560
459 294 19
553 617 368
420 472 747
413 317 980
652 257 832
280 423 351
813 59 311
186 341 985
285 488 908
543 374 741
407 842 920
815 282 861
19 65 905
453 205 20
544 461 787
164 339 67
399 367 392
257 241 674
160 109 83
14 834 775
236 425 699
251 647 523
586 101 742
14 164 284
186 2 19
250 796 478
311 74 29
405 382 68
177 700 717
668 453 778
4 829 664
75 753 57
699 179 630
42 733 430
808 352 148
512 220 5
465 173 568
244 148 742
414 240 182
512 104 252
491 306 717
749 170 545
526 450 110
151 364 122
243 125 563
394 523 355
506 575 910
504 160 548
793 772 870
139 7 88
269 603 782
182 825 144
297 766 892
328 22 734
593 756 314
682 114 833
370 206 849
791 436 624
810 450 886
311 204 79
644 101 352
25 587 914
536 57 135
52 23 383
196 168 905
393 269 532
801 552 898
16 460 114
381 205 412
421 367 180
111 401 425
751 406 237
285 719 155
628 147 339
355 591 289
662 370 541
686 667 352
292 504 799
361 795 746
271 377 988
705 837 869
37 126 766
209 628 662
666 312 342
440 262 71
512 764 291
549 612 181
349 92 980
301 671 879
228 207 465
150 356 263
127 78 852
108 797 477
701 567 582
357 419 979
332 202 102
306 487 121
521 448 529
608 723 619
184 39 354
628 518 591
465 635 858
513 622 185
333 633 642
128 178 605
559 737 529
797 641 209
352 470 183
681 393 33
408 161 468
527 449 954
92 508 273
579 412 716
15 272 533
592 285 43
806 599 430
15 75 312
68 335 416
423 298 640
78 534 410
192 170 306
620 470 899
497 666 724
7 600 678
687 185 738
98 811 148
17 475 489
80 406 256
532 417 691
524 686 485
845 477 952
232 395 701
668 299 348
310 720 913
502 710 829
639 798 587
795 86 593
181 566 964
838 755 568
573 326 498
724 12 490
860 602 578
851 317 94
231 417 881
442 826 550
308 168 512
311 592 812
316 267 462
211 704 914
378 792 700
579 204 339
480 73 788
523 772 123
319 562 632
768 284 745
340 266 28
405 477 310
174 841 798
603 566 274
243 305 694
681 214 200
73 664 770
300 811 417
4 309 861
82 511 66
155 452 87
624 589 786
183 18 426
202 212 297
396 639 688
690 519 388
609 232 611
84 311 705
103 352 631
506 802 214
752 415 833
75 201 986
14 252 158
363 372 168
468 762 724
405 116 494
770 193 406
198 478 516
16 830 627
638 277 386
70 484 413
655 726 380
757 332 217
554 385 156
695 67 405
406 503 627
721 386 268
833 658 858
558 546 677
308 226 949
718 463 996
581 503 852
768 855 967
675 610 933
397 362 641
743 700 51
397 227 573
316 630 561
269 811 644
311 844 10
790 670 700
347 706 290
363 23 443
467 597 826
666 489 910
23 567 837
390 110 523
450 442 732
728 588 557
524 510 277
642 807 74
583 21 823
309 842 314
836 362 507
585 206 716
114 206 936
597 103 229
133 46 487
114 594 451
323 232 273
265 366 651
269 612 809
843 351 74
667 226 698
688 10 804
848 594 504
203 686 760
279 112 406
593 681 592
622 557 666
754 431 987
781 84 511
438 835 818
557 305 603
756 528 83
838 198 364
549 359 563
711 438 598
814 571 549
272 642 466
757 440 743
364 725 911
687 446 950
96 69 577
28 215 895
80 123 169
324 117 866
501 410 315
776 126 371
195 789 436
582 363 830
688 653 149
687 419 219
195 167 989
568 81 351
147 405 256
278 247 797
829 612 997
610 303 761
141 587 931
35 553 297
796 519 262
628 445 720
315 162 405
165 147 853
760 851 640
580 484 358
706 697 598
368 123 241
840 502 143
617 170 473
321 694 455
710 505 532
14 435 925
236 404 451
469 301 604
486 317 966
503 655 911
80 479 672
207 84 978
377 560 747
477 298 634
12 281 296
425 259 364
171 804 390
553 694 563
819 104 650
767 360 475
231 795 243
537 463 427
689 345 367
347 318 784
861 357 980
128 3 961
846 454 687
58 126 289
74 208 830
319 576 541
528 315 748
414 579 236
521 167 576
235 603 843
512 349 524
204 491 528
366 214 394
25 483 979
583 196 949
286 29 763
169 504 190
57 347 73
9 429 168
434 59 391
749 111 628
845 279 174
445 587 240
517 270 57
548 437 472
634 643 875
156 652 482
348 67 418
43 594 809
113 52 497
665 727 367
30 846 706
231 30 380
775 568 972
519 546 609
219 439 116
438 296 207
607 782 553
819 636 349
285 314 818
117 635 971
702 332 730
480 262 888
669 96 973
531 258 925
668 753 785
388 68 75
135 337 939
343 403 307
574 670 51
742 684 211
419 589 774
61 580 97
539 627 360
743 571 744
385 530 938
150 414 406
781 67 807
14 248 490
123 24 616
818 504 746
369 51 515
349 786 28
687 338 600
440 210 873
654 288 570
266 517 884
594 282 93
453 352 26
573 202 711
860 191 516
493 495 673
102 382 889
541 436 925
404 708 993
591 151 356
515 683 1000
619 121 864
813 804 439
849 516 421
328 523 767
583 420 183
193 22 972
430 368 18
498 225 15
423 346 386
94 455 646
776 407 501
647 510 758
691 202 833
431 68 641
498 742 228
19 606 393
198 150 722
6 245 418
307 391 678
373 482 672
602 475 414
846 698 850
133 297 941
326 143 639
484 13 609
556 654 7
718 241 726
469 183 74
204 463 371
85 97 558
764 270 709
220 191 384
48 423 183
687 338 796
346 726 731
612 535 512
66 655 419
492 474 592
677 669 566
658 58 885
177 88 390
51 129 351
444 603 247
648 311 338
455 838 598
228 88 335
338 497 597
246 672 251
839 647 723
597 484 773
313 642 853
87 272 372
313 538 462
46 646 679
61 859 577
733 344 673
112 318 100
489 265 1
195 786 292
808 167 698
118 687 94
86 678 400
271 578 559
663 457 19
249 791 295
75 777 543
664 677 263
184 168 381
64 219 154
173 100 240
507 116 477
345 90 598
502 210 208
822 556 550
795 358 630
337 106 250
357 42 671
393 10 293
733 7 306
416 486 70
81 263 856
327 346 988
29 483 730
512 339 830
415 852 376
207 754 335
191 612 609
335 71 254
301 651 229
353 280 329
830 571 890
775 622 795
828 220 897
133 572 242
135 338 456
343 633 7
532 822 531
422 713 811
564 792 828
106 171 145
87 422 977
204 443 527
72 40 183
624 90 694
208 300 374
119 830 870
324 398 320
699 208 287
446 499 862
296 491 334
348 762 214
141 805 67
290 164 449
139 798 432
96 80 357
188 536 413
83 338 833
557 749 368
194 746 78
99 246 100
172 294 542
714 205 527
15 415 597
602 707 341
534 151 565
509 710 424
197 841 522
294 473 590
233 408 534
40 415 488
796 226 975
606 802 181
3 576 788
83 454 861
754 639 639
65 1 678
539 9 281
392 853 336
543 829 471
577 402 428
700 671 680
561 261 34
200 561 950
450 618 743
532 320 365
365 443 543
176 275 633
78 484 709
314 137 25
757 74 8
149 302 691
116 602 534
503 282 810
614 314 652
832 507 244
850 277 65
486 144 895
186 375 593
403 281 650
419 481 493
159 849 602
815 353 915
9 770 380
780 334 96
657 793 457
309 285 375
667 391 670
740 695 1000
550 455 741
485 630 647
142 38 406
422 612 189
321 855 286
182 107 655
95 514 367
505 594 101
388 813 885
407 183 765
453 334 376
486 389 340
24 233 558
129 262 800
782 97 65
751 479 131
645 490 436
687 601 36
475 317 62
840 351 734
198 774 265
575 354 993
311 716 915
752 373 948
452 579 111
631 679 569
755 586 685
406 631 479
563 534 768
140 307 302
594 299 698
181 242 328
481 298 70
66 494 907
115 278 849
414 696 380
239 598 480
721 126 129
726 619 175
633 77 491
844 620 689
240 310 800
146 188 179
674 608 98
832 182 475
286 145 603
445 373 78
856 182 880
370 725 555
140 279 168
516 390 612
456 402 205
808 156 175
790 807 421
736 411 542
679 526 849
162 302 965
659 396 898
50 208 785
475 109 322
606 737 788
117 343 698
497 447 224
400 127 846
795 313 784
645 455 781
841 318 91
372 746 849
291 77 506
475 493 439
484 182 706
830 375 12
340 556 615
339 134 53
772 97 565
754 283 412
699 285 671
794 492 225
362 633 824
732 62 921
776 115 134
833 106 521
474 787 259
741 670 916
473 491 159
639 147 433
482 399 647
47 177 286
147 721 463
233 385 111
670 620 364
34 353 528
523 533 527
183 36 339
131 713 922
601 380 358
95 546 651
729 392 318
837 253 354
354 538 724
154 49 579
700 542 957
595 588 502
620 461 728
277 467 37
522 196 220
572 247 65
764 314 346
155 613 863
234 579 217
817 529 397
576 528 478
393 592 949
666 93 678
842 35 232
288 250 873
834 687 194
555 330 713
247 614 997
439 64 77
244 680 307
785 682 607
361 327 295
349 146 870
58 540 198
255 483 329
9 385 674
492 499 744
730 198 408
593 519 23
734 513 776
136 13 493
722 471 382
16 327 386
22 754 734
395 500 52
379 792 941
668 753 254
760 723 661
61 64 45
79 13 911
696 801 718
802 451 653
685 44 385
567 727 68
331 12 90
536 611 341
372 688 473
293 155 749
619 83 125
694 6 460
74 153 426
118 424 470
50 473 62
216 555 549
153 794 904
499 478 865
485 417 39
97 123 102
858 793 105
132 64 479
829 474 359
310 630 299
827 769 594
451 706 875
711 796 552
248 730 719
685 765 837
752 435 264
454 630 363
64 660 766
396 768 488
663 235 388
740 273 482
615 356 37
814 812 134
153 375 852
27 754 542
781 101 726
224 588 1
342 479 801
365 338 382
387 671 882
204 681 474
725 533 77
101 613 525
702 160 743
805 221 209
819 554 478
843 186 82
861 515 426
356 448 141
501 429 115
658 103 137
699 153 272
599 860 153
446 533 26
635 361 830
684 691 717
678 812 323
286 401 593
859 42 645
98 508 114
161 641 563
280 433 297
389 837 254
603 619 135
574 335 44
487 849 957
91 333 419
240 354 933
47 247 635
9 359 531
572 141 784
462 732 616
210 311 192
283 540 770
579 640 469
94 291 601
161 703 723
823 695 270
107 295 737
84 372 92
796 51 267
212 174 488
328 532 257
584 604 571
571 250 437
260 90 251
191 762 821
436 132 575
251 506 644
516 746 864
446 41 366
438 362 413
383 104 261
768 210 553
758 546 953
833 78 871
738 428 140
752 98 604
261 823 739
89 177 474
92 282 43
223 533 202
327 318 673
558 233 866
860 453 372
841 171 945
386 456 584
566 658 795
384 479 117
65 789 701
204 766 875
534 791 282
12 480 460
497 643 578
425 346 132
167 343 333
145 46 326
828 432 82
